stop_id,stop_code,name,name_he,lat,lng,n_lines,n_allday_lines
801,39765,Hamelaha/Ha'Orgim,המלאכה/האורגים,32.012089,34.797033,6,3
1354,40396,Hasida/Bet El,חסידה/בית אל,32.465263,34.956163,6,3
214,39126,Havatselet HaHof/Irus Ha'Argaman,חבצלת החוף/אירוס הארגמן,32.286259,34.848222,6,3
23346,35429,Hayim Suissa/Ezra VeNehemiah,חיים סוויסה/עזרא ונחמיה,32.072170,34.913356,6,3
16314,32387,Hayim Suissa/Shevet Binyamin,סוויסה/שבט בנימין,32.071854,34.915689,6,3
25748,11212,HeArim HaTe'omot Blvd/Roberto Baki,שדרות הערים התאומות/רוברטו בקי,31.277522,34.799024,6,3
17586,50082,Herzl/HaHagana,ההגנה/הרצל,33.016488,35.096367,6,3
11060,5422,Herzog/Ben Mahalal,הרצוג / בן מהלל,31.735436,34.998625,6,3
9063,681,Hevron Road/HaRozmarin,דרך חברון/הרוזמרין,31.730570,35.205407,6,3
35774,47472,Ilanot,אילנות,32.860789,35.082677,6,3
26251,13245,Jabotinsky,ז'בוטינסקי,31.810381,34.652236,6,3
43952,20633,Jabotinsky/HaRav Kook,ז'בוטינסקי/הרב קוק,32.164216,34.827625,6,3
13889,26199,Jerusalem Boulevard/Ben-Gurion Road,שדרות ירושלים/דרך בן גוריון,32.074870,34.819256,6,3
52557,3976,Jerusalem Boulevard/Ben-Gurion Road,שדרות ירושלים/דרך בן גוריון,32.074711,34.818964,6,3
25514,10976,Johana Jabotinsky BLVD/Naftali Herz Imber BLVD,שדרות יוהנה ז'בוטינסקי/שדרות נפתלי הרץ אימבר,31.236283,34.770921,6,3
3296,42430,Kibbutz Galuyot/Haifa,קיבוץ גלויות/חיפה,32.419458,34.955413,6,3
1661,40777,Kibbutz Galuyot/Pe'er Am School,קיבוץ גלויות/בית ספר פאר עם,32.420931,34.954810,6,3
10595,3561,Kolitz/Ha'Avivit,קוליץ/האביבית,31.752349,35.167544,6,3
13856,26156,Korazin Terminal,מסוף כורזין,32.059937,34.816488,6,3
13612,25655,La Guardia / HaMa'apilim,לה גווארדייה/המעפילים,32.059237,34.788815,6,3
14093,26620,Levi Eshkol Blvd/Rodenski,שד' לוי אשכול/רודנסקי,32.120267,34.790886,6,3
14091,26618,Levi Eshkol Blvd/Zaritsky,שד' לוי אשכול/זריצקי,32.114288,34.789734,6,3
48564,20736,Levi Eshkol Boulevard/Marc Chagall,שדרות לוי אשכול/מארק שאגאל,32.116694,34.790188,6,3
9319,956,Levona/HaTsuf,לבונה/הצוף,31.733808,35.196582,6,3
786,39750,Maccabi Medical Center Hoofien,מרכז רפואי מכבי הופיין,32.014255,34.766926,6,3
49989,36853,Mikveh Yisrael/Yehoshua Henkin,מקווה ישראל/יהושע חנקין,32.028181,34.778906,6,3
14533,28564,Mishmar HaYarden/Turkow,משמר הירדן/טורקוב,32.107960,34.830145,6,3
7284,59990,Morad HaGay/Havatselet,מורד הגיא/חבצלת,32.905541,35.298259,6,3
2322,41439,Moshe Sharett/Nitsan Center,משה שרת/מרכז ניצן,32.842937,35.067319,6,3
9907,2410,Mt. Olives Road/Nashashibi,דרך הר הזיתים/נשאשיבי,31.792842,35.232494,6,3
13158,21568,Negba/HaYarden,נגבה/ הירדן,32.070201,34.827992,6,3
52106,3402,Operational Station/Hartum-Aton Parking,תחנה תפעולית/חניון הרטום-אטון,31.800586,35.214460,6,3
25734,11198,Performing Arts Center/Derech Hameshahrerim,משכן לאומנויות הבמה/דרך המשחררים,31.251388,34.796271,6,3
14005,26450,Pinhas Rosen/Mivtza Kadesh,פנחס רוזן/מבצע קדש,32.111225,34.825429,6,3
190,39102,Poleg Beach/Ramat Poleg,חוף פולג/רמת פולג,32.272420,34.838508,6,3
25994,12338,Quarter V Commercial Center/Shlomo Ben Yosef,מרכז מסחרי רובע ו'/שלמה בן יוסף,31.792714,34.656120,6,3
49579,1871,Rabbi Yitzhak Nafcha,רבי יצחק נפחא,31.708374,34.961750,6,3
11001,5358,Rabin/HaTavor,רבין / התבור,31.743278,34.993425,6,3
3352,42486,Razi'el/Yitshak Ben Tsvi,רזיאל/יצחק בן צבי,32.751279,34.971972,6,3
44660,25867,Reading Terminal/Alight,מסוף רדינג/הורדה,32.098973,34.778771,6,3
51529,20277,Reading Terminal/Platforms,מסוף רדינג/רציפים,32.098781,34.779474,6,3
35402,19863,Rothschild/Abba Ahimeir,רוטשילד/אבא אחימאיר,31.769777,34.634072,6,3
25270,38307,Safed/HaRav Elbaz,צפת/הרב אלבז,32.069705,34.917435,6,3
25268,38305,Safed/Shevet Dan,צפת/שבט דן,32.070600,34.913516,6,3
25272,38309,Safed/Tiberias,צפת/טבריה,32.070977,34.918479,6,3
35801,47508,Savyone Yam,סביוני ים,32.858699,35.079818,6,3
16454,32530,Schneider Terminal,מסוף שניידר,32.088028,34.868703,6,3
16815,32938,Sha'ul HaMelekh/Malkhe Israel,שאול המלך/מלכי ישראל,31.978708,34.789148,6,3
2674,41805,Shivte Israel/Zevulun,שבטי ישראל/זבולון,32.839733,35.090183,6,3
43313,20461,Shlabim/Elifelet,שלבים/אליפלט,32.054148,34.765206,6,3
25591,11054,Shlomo Ben Yosef/Dov Gur,שלמה בן יוסף/דב גור,31.792531,34.656173,6,3
25592,11055,Shlomo Ben Yosef/Yehuda HaMaccabi,שלמה בן יוסף/יהודה המכבי,31.795847,34.657627,6,3
25993,12337,Shlomo Ben Yosef/Yehuda HaMaccabi,שלמה בן יוסף/יהודה המכבי,31.795967,34.657517,6,3
26091,13076,Shlomo HaMelekh/David HaMelekh,שלמה המלך/דוד המלך,31.778782,34.644700,6,3
25582,11045,Shlomo HaMelekh/Hizkiyah HaMelekh,שלמה המלך/חזקיה המלך,31.773789,34.645968,6,3
26001,12345,Shlomo HaMelekh/Hizkiyah HaMelekh,שלמה המלך/חזקיה המלך,31.774479,34.646409,6,3
25583,11046,Shlomo HaMelekh/Ya'akov Hazan Park,שלמה המלך/פארק יעקב חזן,31.775726,34.647323,6,3
26000,12344,Shlomo HaMelekh/Yehoshafat HaMelekh,שלמה המלך/יהושפט המלך,31.777640,34.646568,6,3
22990,34969,Shmotkin/Bershevsky,שמוטקין/ברשבסקי,31.973417,34.810803,6,3
25337,38437,Shmotkin/Tulipman,שמוטקין/טוליפמן,31.980530,34.813540,6,3
42965,43292,Shoham/Sapir,שוהם/ספיר,32.462509,35.049076,6,3
10649,3639,Shuafat Road/Anatot Road,דרך שועפאט/דרך ענתות,31.808852,35.233418,6,3
2863,41996,Sportan/Tsviya VeYitshak,ספורטן/צביה ויצחק,32.794318,34.965555,6,3
39820,40490,Tamar/Gefen,תמר/גפן,32.461211,35.040522,6,3
39821,40487,Tamar/Gefen West,תמר/גפן מערב,32.460353,35.039874,6,3
39819,40491,Tamar/Oren,תמר/אורן,32.459084,35.040095,6,3
28141,15939,Tekuma/Yuval,תקומה/יובל,31.414323,34.577520,6,3
48200,57001,Tiberias Central Bus Station/Platforms,ת. מרכזית טבריה/רציפים,32.787459,35.536832,6,3
16313,32386,Tiberias/Safed,טבריה/צפת,32.071712,34.917147,6,3
1938,41055,Tsarfat Road/Karmiya,דרך צרפת/כרמיה,32.820535,34.963274,6,3
1937,41054,Tsarfat Road/Marseille,דרך צרפת/מרסיי,32.819888,34.961183,6,3
14095,26623,Tsvi Propes/Levi Eshkol Blvd,צבי פרופס/שד' לוי אשכול,32.123186,34.790766,6,3
9804,2169,Unterman/HaGanenet,אונטרמן/הגננת,31.731939,35.194836,6,3
16785,32904,Uri Tsvi Greenberg/Jabotinsky,אורי צבי גרינברג/ז'בוטינסקי,32.073151,34.851812,6,3
11613,5988,Yad Harutsim/HaTnufa,יד חרוצים/התנופה,31.750171,35.215654,6,3
11798,9869,Yefe Rom/Tsviya VeYitshak,יפה רום/צביה ויצחק,31.733023,35.187428,6,3
22674,34650,Yehuda Halevi/HaGdud Ha'Ivri,יהודה הלוי/הגדוד העברי,31.966986,34.810883,6,3
13894,26205,Yerushalayim Blvd/Moriya,שד. ירושלים/מוריה,32.074616,34.821709,6,3
13897,26208,Yerushalayim Blvd/Uziel,שד. ירושלים/ עוזיאל,32.074755,34.822264,6,3
41888,20221,Yerushalayim Road/Exit to Road 531,דרך ירושלים/יציאה לכביש 531,32.176589,34.851590,6,3
3324,42458,Yerushalayim/Gilad,ירושלים/גלעד,32.856273,35.079549,6,3
11015,5374,Yitshak Rabin Road/HaHermon,דרך יצחק רבין/החרמון,31.747772,34.994318,6,3
11000,5357,Yitshak Rabin/HaGolan,יצחק רבין/הגולן,31.743646,34.993455,6,3
13004,21324,Yitshak Sadeh/Soncino,יצחק שדה/שונצינו,32.065035,34.787877,6,3
13071,21422,Yitshak Sadeh/Soncino,יצחק שדה/שונצינו,32.065133,34.787835,6,3
6167,58579,Yitzchak Sade/Shivat Zion,יצחק שדה/שיבת ציון,32.636997,35.325680,6,3
2709,41840,Youth Hostel/Megurashe Sfarad,אכסנית נוער/מגורשי ספרד,32.794719,34.967165,6,3
40741,540,Zano'ah Intersection,מסעף זנוח,31.732351,35.005407,6,3
45016,12745,אורי צבי גרינברג/שדרות צה''ל,אורי צבי גרינברג/שדרות צה''ל,31.280157,34.821122,6,3
21682,33591,אחד העם/איתמר בן אב''י,אחד העם/איתמר בן אב''י,31.963775,34.807541,6,3
14017,26465,אצ''ל/המחתרת,אצ''ל/המחתרת,32.067346,34.836374,6,3
10490,3350,בי''ס למדעים ואומנויות/קוליץ,בי''ס למדעים ואומנויות/קוליץ,31.750839,35.176411,6,3
14138,26707,בני אפרים/שד' קק''ל,בני אפרים/שד' קק''ל,32.117935,34.817920,6,3
27601,15302,דרך הטייסים/האר''י,דרך הטייסים/האר''י,31.306353,34.620874,6,3
20850,53714,העמק/צה''ל,העמק/צה''ל,32.921180,35.303761,6,3
9394,1038,הפלמ''ח/הטייסים,הפלמ''ח/הטייסים,31.764154,35.207127,6,3
13364,25146,הרא''ה/דרך בן גוריון,הרא''ה/דרך בן גוריון,32.083679,34.822267,6,3
2638,41769,הרברט סמואל/תרנ''א,הרברט סמואל/תרנ''א,32.435471,34.923668,6,3
240,39152,זלמן שניאור/ש''י עגנון,זלמן שניאור/ש''י עגנון,32.283894,34.849358,6,3
2482,41613,יוספטל/צה''ל,יוספטל/צה''ל,32.848059,35.064406,6,3
18345,50994,מוסדות אלקבץ/צה''ל,מוסדות אלקבץ/צה''ל,32.966020,35.486831,6,3
51267,1184,מסוף אצ''ג/הורדה,מסוף אצ''ג/הורדה,31.825944,35.187842,6,3
26518,13544,מסוף י''א,מסוף י''א,31.261143,34.763777,6,3
27390,15050,מרכז מסחרי י''ג/דוד המלך,מרכז מסחרי י''ג/דוד המלך,31.775882,34.642481,6,3
13156,21566,נגבה/ הרא''ה,נגבה/ הרא''ה,32.070380,34.825556,6,3
16618,32702,צה''ל/חזון אי''ש,צה''ל/חזון אי''ש,32.098412,34.944139,6,3
16625,32709,צה''ל/מודיעין,צה''ל/מודיעין,32.101372,34.952315,6,3
10177,2923,קניון מלחה/א''ס מכבי,קניון מלחה/א''ס מכבי,31.750580,35.186860,6,3
35771,47469,רפא''ל,רפא''ל,32.860258,35.087302,6,3
50872,58081,שז''ר א',שז''ר א',32.784854,35.515747,6,3
5699,58106,שז''ר/שכ' כוכב,שז''ר/שכ' כוכב,32.781718,35.516283,6,3
25584,11047,שלמה המלך/בי''ס רתמים,שלמה המלך/בי''ס רתמים,31.777262,34.647023,6,3
11414,5789,ת. רק''ל א סהל/אבראג' אל קדס,ת. רק''ל א סהל/אבראג' אל קדס,31.811174,35.232582,6,3
50932,2059,ת.רק''ל גבעת התחמושת/שדרות חיים בר לב,ת.רק''ל גבעת התחמושת/שדרות חיים בר לב,31.798305,35.231463,6,3
18258,50904,Abu Rami,אבו ראמי,32.936903,35.364022,6,2
25899,11419,Adar/Kokhav HaShahar,אדר/כוכב השחר,31.779219,34.638967,6,2
26080,13065,Adar/Kokhav HaShahar,אדר/כוכב השחר,31.779445,34.638997,6,2
9793,2156,Ahlama/Leshem,אחלמה/לשם,31.727581,35.188554,6,2
20737,53600,Ako Rail Station,תחנת רכבת עכו,32.927451,35.082675,6,2
17947,50532,Al Jabel/School A,אל ג'בל/בית ספר א,32.936850,35.272504,6,2
35195,19850,Al Rahma Mosque,מסגד אל רחמה,31.387257,34.758249,6,2
6549,59236,Al-Afrah,אל אפראח,32.933610,35.268400,6,2
6543,59229,Al-Jabal/Al-Ayn,אל ג'בל/אל עין,32.936921,35.268715,6,2
6548,59235,Al-Karmiya,אל כרמיה,32.933445,35.266959,6,2
11756,9825,Albek/Yanovsky,אלבק/ינובסקי,31.756545,35.225007,6,2
4850,55477,Aliyat HaNo'ar/Tsofit,עליית הנוער/צופית,32.622249,35.330300,6,2
5474,57282,Allentown Garden,גן אלנטאון,32.783235,35.518697,6,2
5741,58148,Allentown/Yefe Nof,אלנטאון/יפה נוף,32.784629,35.518254,6,2
33971,38663,Alumim School/Ben Gurion,בית ספר עלומים/בן גוריון,32.080025,34.870331,6,2
42037,31989,Angel/Weinberg,אנגל/ויינברג,32.197765,34.892395,6,2
9680,1853,Arye Ben Eliezer,אריה בן אליעזר,31.737263,35.197833,6,2
9676,1848,Arye Ben Eliezer/Justman,אריה בן אליעזר/יוסטמן,31.736920,35.195975,6,2
10135,2835,Arye Ben Eliezer/Vardinon,אריה בן אליעזר/ורדינון,31.735485,35.198803,6,2
25832,11296,Atid College/HaMeshahrerim,מכללת עתיד/המשחררים,31.251122,34.796607,6,2
40531,31079,Avshalom Gissin/Baruch Ishakov,אבשלום גיסין/ברוך איסקוב,32.098173,34.883137,6,2
16169,32231,Avshalom Gissin/Basel,אבשלום גיסין/בזל,32.097871,34.865514,6,2
25106,38143,Avshalom Gissin/Moshe Dayan,אבשלום גיסין/משה דיין,32.096920,34.862698,6,2
49601,56893,Ayn 'Afiya/I'billin,עין עאפיה/עבלין,32.812484,35.186968,6,2
24034,36245,Bat Yam Mall/Yoseftal,קניון בת ים/יוספטל,32.015898,34.756329,6,2
51361,2138,Beit Lehem Road/Cremieux,דרך בית לחם/כרמיה,31.764831,35.223757,6,2
51363,2171,Beit Lehem Road/HaRakevet Road,דרך בית לחם/דרך הרכבת,31.762755,35.223119,6,2
37466,47968,Ben Gurion Boulevard,שדרות בן גוריון,32.839195,35.081774,6,2
21980,33933,Ben Gurion Road/Jabotinsky,דרך בן גוריון/ז'בוטינסקי,32.021034,34.814559,6,2
21982,33935,Ben Gurion Road/Katznelson,דרך בן גוריון/כצנלסון,32.015948,34.814964,6,2
26130,13115,Ben Gurion University/Yitzhack Rager,אוניברסיטת בן גוריון/יצחק רגר,31.263667,34.798044,6,2
2739,41870,Ben Gurion/Vered,בן גוריון/ורד,32.838285,35.083144,6,2
21981,33934,Ben Gurion/Yitshak Ben Tsvi,בן גוריון/יצחק בן צבי,32.018711,34.815917,6,2
9034,617,Ben Ze'ev/HaDekel,בן זאב/הדקל,31.744808,34.980070,6,2
25227,38264,Ben Zion Galis/HaBursekai,בן ציון גליס/הבורסקאי,32.105993,34.890786,6,2
25228,38265,Ben Zion Galis/HaHaim Road,בן ציון גליס/דרך החיים,32.106011,34.890254,6,2
3883,43021,Bet Aba Hushi/Aba Hillel Silver,בית אבא חושי/אבא הלל סילבר,32.791790,35.010038,6,2
16602,32684,Bet HaKeshet/Neve Afikim,בית הקשת/נווה אפיקים,32.093370,34.979395,6,2
47790,55580,Bet She'an Terminal/Alight,מסוף בית שאן/הורדה,32.498208,35.505571,6,2
50894,37567,Binyamin Shmotkin/HaTa’asiyan,בנימין שמוטקין/התעשיין,31.983695,34.814951,6,2
391,39306,Camille Huysmans/Rabbi Akiva,קמיל הויסמנס/רבי עקיבא,32.342521,34.862124,6,2
13230,21747,Champion Tower/Sheshet HaYamim Road,מגדל צ'מפיון/דרך ששת הימים,32.098340,34.826763,6,2
10443,3286,Commercial Center/Avizohar,מרכז מסחרי/אביזוהר,31.774634,35.186959,6,2
9285,916,Costa Rica A,קוסטריקה א,31.752789,35.168469,6,2
41396,909,Costa Rica B,קוסטה ריקה ב',31.751921,35.171162,6,2
9284,915,Costa Rica D,קוסטה ריקה ד,31.754184,35.172056,6,2
9276,898,Costa Rica G,קוסטה ריקה ג,31.752419,35.173570,6,2
9441,1210,Costa Rica H,קוסטה ריקה ה,31.754875,35.170977,6,2
10058,2711,Costa Rica/Ha'Avivit,קוסטה ריקה/האביבית,31.752634,35.167130,6,2
10366,3154,Costa Rica/HaHalamit,קוסטה ריקה/החלמית,31.755497,35.169292,6,2
20122,52981,Da'ud Suliman Talahmi/305,דאוד סולימאן תלחמי/305,32.800867,35.173072,6,2
20117,52976,Dahud Suliman Talhami/Taufik Ziad,דאהוד סולימאן תלחמי/תאופיק זיאד,32.801072,35.176297,6,2
5565,57457,Dahud Talhami,דאהוד תלחמי,32.801075,35.171803,6,2
24440,37087,David Center/Ben Yehuda,מרכז דוד/בן יהודה,32.183489,34.937748,6,2
8269,61022,David HaMelech,דוד המלך,31.679741,35.168682,6,2
35016,63944,David HaMelekh Blvd/Rahel Imenu Blvd,שדרות דוד המלך/שדרות רחל אמנו,31.667506,35.160849,6,2
8264,61017,David HaMelekh Boulevard/Ezra,שדרות דוד המלך/עזרא,31.663960,35.156218,6,2
40906,61218,David HaMelekh Boulevard/Zerubavel,שדרות דוד המלך/זרובבל,31.669555,35.162199,6,2
14448,27204,David Remez/Yitshak Sade,דוד רמז/יצחק שדה,32.163127,34.854389,6,2
47447,55689,Dawud Suleiman Talhami/Al-Jabal,דאהוד סולימאן תלחמי/אלג'בל,32.800739,35.174438,6,2
42020,55656,Deir al Asad/Post Distribution,דיר אלאסד/חלוקת דואר,32.932566,35.269058,6,2
52535,3963,Derech Beit Lehem/Emek Refa'im,דרך בית לחם/עמק רפאים,31.767077,35.223717,6,2
25828,11292,Derech Metsada/Yehuda Halevi,דרך מצדה/יהודה הלוי,31.258882,34.788359,6,2
11869,9940,Divre Hayim/Ohel Yehoshua,דברי חיים/אהל יהושע,31.796503,35.210011,6,2
34985,63905,Efrat Northern Gate/Exit,אפרת שער צפוני/יציאה,31.680795,35.168757,6,2
51375,14293,Eged Parking,חניון אגד,31.061038,35.015656,6,2
23309,35389,Ehud Manor School/Nitsan,בית ספר אהוד מנור/ניצן,32.027054,34.872745,6,2
38927,39474,Eliezer Kaplan/Sara Malkhin,אליעזר קפלן/שרה מלכין,32.320032,34.884815,6,2
23033,35012,Emek HaHula/Emek Yezre'el,עמק החולה /עמק יזרעאל,31.896775,35.015154,6,2
2335,41452,Etsyon/Hevron,עציון/חברון,32.468301,34.963246,6,2
2336,41453,Etsyon/Hevron,עציון/חברון,32.469471,34.962739,6,2
27134,14734,Exodus/Hofit,אקסודוס/חופית,31.676360,34.586235,6,2
27136,14736,Exodus/Mivtsa Moshe,אקסודוס/מבצע משה,31.678228,34.586245,6,2
9305,942,Fishman Park/Golomb,פארק פישמן/גולומב,31.759924,35.178872,6,2
29057,19571,Gamla/Bet She'arim,גמלא/בית שערים,31.058572,35.034352,6,2
2268,41385,Gan HaAtzmaout/Jabotinsky,גן העצמאות/זבוטינסקי,32.835733,35.073118,6,2
39827,40471,Gefen/Alon,גפן/אלון,32.466905,35.038113,6,2
213,39125,Giv'at Ha'Irusim/Irus Ha'Argaman,גבעת האירוסים/אירוס הארגמן,32.287046,34.846117,6,2
26516,13542,Golda Me'ir BLVD/Pinkhas Rosen,שדרות גולדה מאיר/פנחס רוזן,31.262783,34.765259,6,2
26489,13510,Golda Meir Blvd/Arthur Ruppin,שד. גולדה מאיר/ארתור רופין,31.263886,34.767570,6,2
41200,11730,Golda Meir/Eliyahu Moyal,גולדה מאיר/אליהו מויאל,31.262056,34.769060,6,2
40697,11680,Ha'Andarta/Prof Avraham Amir,האנדרטה/פרופ' אברהם אמיר,31.278465,34.821523,6,2
26528,13554,Ha'Andarta/Uri Tsvi Grinberg,האנדרטה/שדרות אורי צבי גרינברג,31.278684,34.820953,6,2
26529,13555,Ha'Andarta/Yossef Tkoah,האנדרטה/יוסף תקוע,31.276414,34.821605,6,2
6764,59466,Ha'Atsma'ut/Weizmann,העצמאות/וייצמן,32.929017,35.074409,6,2
6763,59465,Ha'Atsma'ut/Yehoshafat,העצמאות/יהושפט,32.928158,35.077030,6,2
10499,3359,Ha'Oman/Harashe HaBarzel,האומן/חרשי הברזל,31.750560,35.207449,6,2
42689,33004,Ha'Orzim/Ha'Amal,האורזים/העמל,32.319489,34.871658,6,2
23863,36027,HaBeer Mall/Tor HaZahav,קניון הבאר/תור הזהב,31.975010,34.775829,6,2
43895,20474,HaBrigada HaYehudit/HaTsaftsafot,הבריגדה היהודית/הצפצפות,32.176724,34.845301,6,2
36996,32813,HaBrosh/HaPekan,הברוש/הפקאן,32.312982,34.933591,6,2
36995,32812,HaBrosh/Zin Creek,הברוש/נחל צין,32.313008,34.929567,6,2
5411,57219,HaDekel A,'הדקל א,32.785461,35.527777,6,2
3793,42928,HaGalil/Leib Shimoni,הגליל/לייב שמעוני,32.785557,35.023727,6,2
3811,42946,HaGalil/Meirovich,הגליל/מאירוביץ,32.786898,35.021120,6,2
2164,41281,HaHaluts/Dvora,החלוץ/דבורה,32.810365,34.999164,6,2
17707,50234,HaHaluts/Mivtsa Hiram,החלוץ/מבצע חירם,33.020969,35.108593,6,2
6390,59065,HaHaluts/Mivtsa Kadesh,החלוץ/מבצע קדש,33.021685,35.105589,6,2
17711,50244,HaHaluts/Yehuda HaMaccabi,החלוץ/יהודה המכבי,33.022779,35.109202,6,2
2331,41448,HaHistadrut/Weizmann,ההסתדרות/וייצמן,32.850777,35.075424,6,2
4563,55111,HaHita/Ma'ale Yitshak Boulevard,החיטה/שדרות מעלה יצחק,32.697552,35.315166,6,2
9968,2533,HaMargalit/HaMehanekhet,המרגלית/המחנכת,31.737898,35.179796,6,2
10063,2716,HaMargalit/Marva,המרגלית/מרווה,31.733721,35.180446,6,2
11700,6075,HaMargalit/Shoham,המרגלית/שהם,31.731213,35.182462,6,2
9970,2537,HaMargalit/Tirosh,המרגלית/תירוש,31.736600,35.178342,6,2
23707,35857,HaMerkava/HaMashbir,המרכבה/המשביר,32.012184,34.808329,6,2
51984,3102,HaMeyasdim/Ahuza,המייסדים/אחוזה,32.471721,34.990140,6,2
33991,38683,HaMichlala LeMinhal/Mota Gur,המכללה למינהל/מוטה גור,31.969716,34.773428,6,2
23410,35528,HaNahshol/Moshe Dayan Boulevard,הנחשול/שדרות משה דיין,31.980240,34.779925,6,2
43948,56376,HaNevi'im,הנביאים,32.786886,35.510469,6,2
36911,47918,HaPardes/Mishmar HaGvul,הפרדס/משמר הגבול,32.426585,34.941942,6,2
251,39164,HaRav Abu Hatzeira/HaRav Refa'el Anekave,הרב אבו חצירא/הרב רפאל אנקווה,32.285705,34.856197,6,2
386,39301,HaRav Maimon/Moriya,הרב מיימון/מוריה,32.345805,34.860892,6,2
22360,34331,HaRav Yosef Azran/David HaMelekh,הרב יוסף עזרן/דוד המלך,31.979253,34.785012,6,2
28129,15927,HaRav Zaban/HaRimon,הרב צבאן/הרימון,31.416193,34.579714,6,2
10617,3595,HaRozmarin/Levona,הרוזמרין/לבונה,31.732994,35.197265,6,2
16368,32442,HaSharon Medicdal Center/Michal Leib Katz,מרכז רפואי השרון/מיכל לייב כץ,32.078084,34.882175,6,2
1303,40330,HaShezaf/Yetziat Europa,השיזף/יציאת אירופה,32.423950,34.950512,6,2
18548,51234,HaShiv'a/Ma'alot Rapha'el,השבעה/מעלות רפאל,32.968279,35.504760,6,2
12905,21181,HaTayasim Road/Haim Bar Lev Road,דרך הטייסים/דרך חיים בר לב,32.045478,34.813616,6,2
27446,15125,HaTsiyonut Blvd/Sara Aharonson,שד. הציונות/שרה אהרונסון,31.684600,34.579744,6,2
44372,35615,HaYetsira/HaKidma,היצירה/הקידמה,32.096905,34.850834,6,2
13990,26425,Hadar Yosef/Bne Efrayim,הדר יוסף/בני אפרים,32.110376,34.817416,6,2
13993,26428,Hadar Yosef/Kehilat Varsha,הדר יוסף/קהילת ורשה,32.109673,34.818831,6,2
13994,26429,Hadar Yosef/Kehilat Varsha,הדר יוסף/קהילת ורשה,32.108838,34.819316,6,2
10576,3512,Har Nof Terminal/Beit Hadfus,מסוף הר נוף/בית הדפוס,31.786571,35.180236,6,2
9551,1530,Harepublica Hadominikanit/Dahomey,הרפובליקה הדומיניקנית/דהומיי,31.756034,35.166482,6,2
10584,3520,Harepublica Hadominikanit/HaRakefet,הרפובליקה הדומיניקנית/הרקפת,31.755001,35.167850,6,2
9289,922,Harepublica Hadominikanit/Rakefet,הרפובליקה הדומיניקנית/רקפת,31.755226,35.167636,6,2
3376,42510,Hativat HaNahal/HaPardes,חטיבת הנחל/הפרדס,32.430858,34.937364,6,2
28680,19191,Hekhal HaTarbut,היכל התרבות,31.793702,34.635975,6,2
5081,56732,Henrietta Szold/Aliyat HaNo'ar,הנרייטה סולד/עליית הנוער,32.621670,35.331565,6,2
20682,53543,Hermon/Nahal Sorek,חרמון/נחל שורק,32.636360,35.091879,6,2
20683,53544,Hermon/Nahal Sorek,חרמון/נחל שורק,32.635690,35.091692,6,2
20681,53542,Hermon/Ya'ar Odem,חרמון/יער אודם,32.637879,35.091370,6,2
17595,50099,Herzl/HaMeyasdim,הרצל/המייסדים,33.009777,35.096852,6,2
3955,43093,Herzl/Haim Weizmann,הרצל/חיים וייצמן,32.809048,34.999343,6,2
2578,41709,Herzl/Hillel Yaffe,הרצל/הלל יפה,32.810287,34.998423,6,2
15626,31343,Herzl/Trumpeldor,הרצל/טרומפלדור,32.030834,34.885888,6,2
15627,31344,Herzl/Trumpeldor,הרצל / טרומפלדור,32.031845,34.886064,6,2
10959,5314,Herzog/Nahar HaDan,הרצוג / נהר הדן,31.737850,34.987085,6,2
9306,943,Hevroni/Brazil,חברוני/ברזיל,31.762296,35.170383,6,2
2107,41224,Hilel Silver A,הלל סילבר א,32.789866,35.011976,6,2
17321,47225,Hilel Silver B,הלל סילבר ב,32.792546,35.009151,6,2
3361,42495,Hilel Silver G,הלל סילבר ג,32.793258,35.007510,6,2
3792,42927,Hilel Silver/Hanita,הלל סילבר/חניתה,32.789320,35.013145,6,2
6499,59180,Hoshen/Shevet,חשון/שבט,31.914795,35.010973,6,2
27442,15121,Ironi Dalet High School/HaTzionut Boulevard,מקיף עירוני ד'/שדרות הציונות,31.682501,34.578876,6,2
206,39118,Irus Ha'Argaman/Havatselet HaHof,אירוס הארגמן/חבצלת החוף,32.285717,34.844815,6,2
2289,41406,Isaschar/Weizmann,יששכר/וייצמן,32.833351,35.073084,6,2
13685,25835,Jabotinsky/Arba Aratsot,ז'בוטינסקי/ארבע ארצות,32.088678,34.778994,6,2
2581,41712,Jabotinsky/HaMeginim,ז'בוטינסקי/המגינים,32.837270,35.074202,6,2
13692,25848,Jabotinsky/Ibn Gvirol,ז'בוטינסקי/אבן גבירול,32.088285,34.781185,6,2
392,39307,Kamil Havismas/Balfour,קמיל הויסמנס/בלפור,32.344115,34.862370,6,2
14420,27175,Kanfe Nesharim/Nathan Alterman,כנפי נשרים/נתן אלתרמן,32.174453,34.839621,6,2
2850,41983,Kaouders/Eliyahu Hakim,קאודרס/אליהו חכים,32.821344,34.971622,6,2
41672,55137,Karmiel Rail Station/Platforms,ת. רכבת כרמיאל/רציפים,32.923794,35.298350,6,2
13998,26435,Kehilat Varsha/Scholem Ash,קהילת ורשה/שלום אש,32.108522,34.820300,6,2
13999,26436,Kehilat Yasi/Kehilat Varsha,קהילת יאסי/קהילת ורשה,32.110142,34.822846,6,2
4930,55577,Keren HaYesod/Sheshet HaYamim,קרן היסוד/ששת הימים,32.671911,35.243586,6,2
